file_name,samp_per_pix,n_rows_image,n_cols_image
267336063.dcm,1,2776,2082
1543060877.dcm,1,5355,4915
1664968100.dcm,1,5355,4915
180495029.dcm,1,5355,4915
816991351.dcm,1,5355,4915
1020266263.dcm,1,4096,3328
1457044662.dcm,1,4096,3328
1460251653.dcm,1,4096,3328
1861434048.dcm,1,4096,3328
2050804980.dcm,1,4096,3328
2064942317.dcm,1,4096,3328
1015785260.dcm,1,2776,2082
1180403023.dcm,1,2776,2082
1536562042.dcm,1,2776,2082
460883171.dcm,1,2776,2082
191513889.dcm,1,3328,2560
537917766.dcm,1,3328,2560
730395278.dcm,1,3328,2560
748167281.dcm,1,3328,2560
1145323817.dcm,1,4096,3328
1200655017.dcm,1,4096,3328
1292326394.dcm,1,4096,3328
1892466226.dcm,1,4096,3328
1167471935.dcm,1,4096,3328
1473032356.dcm,1,4096,3328
298241519.dcm,1,4096,3328
404617046.dcm,1,4096,3328
468967762.dcm,1,4096,3328
78263463.dcm,1,4096,3328
913247459.dcm,1,4096,3328
1338599711.dcm,1,4096,3328
1664291527.dcm,1,4096,3328
309329767.dcm,1,4096,3328
987742428.dcm,1,4096,3328
1606286524.dcm,1,3328,2560
1838214093.dcm,1,3328,2560
363190024.dcm,1,3328,2560
535788148.dcm,1,3328,2560
737655754.dcm,1,3328,2560
1390065542.dcm,1,5355,4915
1562204158.dcm,1,5355,4915
1836190117.dcm,1,5355,4915
828054426.dcm,1,5355,4915
1073203664.dcm,1,4096,3328
1666680396.dcm,1,4096,3328
1948575626.dcm,1,4096,3328
201509787.dcm,1,4096,3328
2132684008.dcm,1,4096,3328
257755416.dcm,1,4096,3328
905316468.dcm,1,4096,3328
1300207028.dcm,1,5355,4915
1940815858.dcm,1,5355,4915
480005548.dcm,1,5355,4915
951994508.dcm,1,5355,4915
1589061029.dcm,1,4096,3328
1982763813.dcm,1,4096,3328
2040640676.dcm,1,4096,3328
42766496.dcm,1,4096,3328
489736225.dcm,1,4096,3328
655825929.dcm,1,4096,3328
83071680.dcm,1,4096,3328
884476268.dcm,1,4096,3328
1104585260.dcm,1,4096,3328
1693935099.dcm,1,4096,3328
658466986.dcm,1,4096,3328
668331368.dcm,1,4096,3328
73127456.dcm,1,4096,3328
793517997.dcm,1,4096,3328
1339129552.dcm,1,3328,2560
171759076.dcm,1,3328,2560
2035304241.dcm,1,3328,2560
499089709.dcm,1,3328,2560
599382158.dcm,1,3328,2560
860489796.dcm,1,3328,2560
1050256.dcm,1,5355,4915
1579874092.dcm,1,5355,4915
2034381140.dcm,1,5355,4915
838016696.dcm,1,5355,4915
152254694.dcm,1,4096,3328
155241368.dcm,1,4096,3328
178035245.dcm,1,4096,3328
239125551.dcm,1,4096,3328
356508372.dcm,1,4096,3328
922424159.dcm,1,4096,3328
976373234.dcm,1,4096,3328
1173707118.dcm,1,5355,4915
13087271.dcm,1,5355,4915
1757442748.dcm,1,5355,4915
690355054.dcm,1,5355,4915
2105598334.dcm,1,3328,2560
499149007.dcm,1,3328,2560
607870700.dcm,1,3328,2560
770979902.dcm,1,3328,2560
804000911.dcm,1,3328,2560
1038731657.dcm,1,5355,4915
459640231.dcm,1,5355,4915
581453904.dcm,1,5355,4915
685883140.dcm,1,5355,4915
2116232905.dcm,1,2776,2082
265944046.dcm,1,2776,2082
383762826.dcm,1,2776,2082
898051862.dcm,1,2776,2082
13568691.dcm,1,3328,2560
1604564148.dcm,1,3328,2560
190968546.dcm,1,3328,2560
1987205948.dcm,1,3328,2560
842919240.dcm,1,3328,2560
1073855994.dcm,1,4096,3328
318501398.dcm,1,4096,3328
42932295.dcm,1,4096,3328
950028666.dcm,1,4096,3328
1002262723.dcm,1,5355,4915
1457970325.dcm,1,5355,4915
35515872.dcm,1,5355,4915
722620165.dcm,1,5355,4915
179970358.dcm,1,3328,2560
2016760811.dcm,1,3328,2560
29866384.dcm,1,3328,2560
920625205.dcm,1,3328,2560
1579337904.dcm,1,4096,3328
1708692259.dcm,1,4096,3328
365154131.dcm,1,4096,3328
531274417.dcm,1,4096,3328
723641150.dcm,1,4096,3328
1021788177.dcm,1,4096,3328
1052277520.dcm,1,4096,3328
1490451860.dcm,1,4096,3328
1908268886.dcm,1,4096,3328
1223981706.dcm,1,4096,3328
1313640696.dcm,1,4096,3328
2058747961.dcm,1,4096,3328
868342239.dcm,1,4096,3328
2110556406.dcm,1,2776,2082
265069286.dcm,1,2776,2082
81401262.dcm,1,2776,2082
900389516.dcm,1,2776,2082
1799256040.dcm,1,4096,3328
23232669.dcm,1,4096,3328
589664725.dcm,1,4096,3328
746194482.dcm,1,4096,3328
757005757.dcm,1,4096,3328
1039128510.dcm,1,3328,2560
1589701215.dcm,1,3328,2560
1742550945.dcm,1,3328,2560
1817119417.dcm,1,3328,2560
1378096953.dcm,1,3328,2560
1594796661.dcm,1,3328,2560
1867939003.dcm,1,3328,2560
264916633.dcm,1,3328,2560
433654574.dcm,1,3328,2560
888570383.dcm,1,3328,2560
2115590764.dcm,1,4096,3328
331414632.dcm,1,4096,3328
381322159.dcm,1,4096,3328
831114301.dcm,1,4096,3328
1537772603.dcm,1,2776,2082
1684079501.dcm,1,2776,2082
259448075.dcm,1,2776,2082
790351858.dcm,1,2776,2082
1010089340.dcm,1,2294,1914
371586046.dcm,1,2294,1914
489824408.dcm,1,2294,1914
599528524.dcm,1,2294,1914
1779404775.dcm,1,4096,3328
806699549.dcm,1,4096,3328
82227151.dcm,1,4096,3328
9456475.dcm,1,4096,3328
1730172031.dcm,1,4096,3328
1926037647.dcm,1,4096,3328
199734094.dcm,1,4096,3328
339034360.dcm,1,4096,3328
1592695622.dcm,1,4096,3328
1986668157.dcm,1,4096,3328
300642638.dcm,1,4096,3328
440800332.dcm,1,4096,3328
1050601147.dcm,1,4096,3328
1055263880.dcm,1,4096,3328
2065892113.dcm,1,4096,3328
904300407.dcm,1,4096,3328
1298613877.dcm,1,3328,2560
43411489.dcm,1,3328,2560
454500262.dcm,1,3328,2560
54704249.dcm,1,3328,2560
1048598772.dcm,1,3328,2560
1154292831.dcm,1,3328,2560
203799436.dcm,1,3328,2560
414115890.dcm,1,3328,2560
975712144.dcm,1,3328,2560
1626192420.dcm,1,4096,3328
1699168574.dcm,1,4096,3328
319298165.dcm,1,4096,3328
957907467.dcm,1,4096,3328
1556311906.dcm,1,4096,3328
1815291921.dcm,1,4096,3328
2034288703.dcm,1,4096,3328
35143601.dcm,1,4096,3328
1224174838.dcm,1,5355,4915
252812152.dcm,1,5355,4915
545029099.dcm,1,5355,4915
748872810.dcm,1,5355,4915
1058314505.dcm,1,4096,3328
1242696903.dcm,1,4096,3328
1678492783.dcm,1,4096,3328
395290287.dcm,1,4096,3328
1819571324.dcm,1,2776,2082
1950616853.dcm,1,2776,2082
285756005.dcm,1,2776,2082
782577202.dcm,1,2776,2082
1219698575.dcm,1,4096,3328
176600569.dcm,1,4096,3328
484468436.dcm,1,4096,3328
729336881.dcm,1,4096,3328
1066645077.dcm,1,4096,3328
2010200964.dcm,1,4096,3328
2110131055.dcm,1,4096,3328
745449639.dcm,1,4096,3328
1008137525.dcm,1,4096,3328
1768303999.dcm,1,4096,3328
215315946.dcm,1,4096,3328
244773983.dcm,1,4096,3328
449447712.dcm,1,4096,3328
683972691.dcm,1,4096,3328
856015188.dcm,1,4096,3328
930067829.dcm,1,4096,3328
1396759728.dcm,1,2776,2082
1604355450.dcm,1,2776,2082
1747693402.dcm,1,2776,2082
770792081.dcm,1,2776,2082
1048188937.dcm,1,2776,2082
1333969182.dcm,1,2776,2082
1366878387.dcm,1,2776,2082
1430832731.dcm,1,2776,2082
1003123978.dcm,1,4096,3328
100545292.dcm,1,4096,3328
2139692968.dcm,1,4096,3328
454703136.dcm,1,4096,3328
953171918.dcm,1,4096,3328
103917633.dcm,1,2776,2082
1877788999.dcm,1,2776,2082
40577146.dcm,1,2776,2082
857416658.dcm,1,2776,2082
1386803329.dcm,1,5355,4915
1825764509.dcm,1,5355,4915
1913645360.dcm,1,5355,4915
435810203.dcm,1,5355,4915
1360548691.dcm,1,4096,3328
1547617587.dcm,1,4096,3328
1853153034.dcm,1,4096,3328
1887412098.dcm,1,4096,3328
1149442274.dcm,1,3328,2560
1243519376.dcm,1,3328,2560
1948995377.dcm,1,3328,2560
996502695.dcm,1,3328,2560
1205283630.dcm,1,2294,1914
1528620153.dcm,1,2294,1914
2117721642.dcm,1,2294,1914
448184794.dcm,1,2294,1914
1557526306.dcm,1,3328,2560
1675539843.dcm,1,3328,2560
1712389557.dcm,1,3328,2560
1779301296.dcm,1,3328,2560
175646078.dcm,1,4096,3328
2043449218.dcm,1,4096,3328
2051668934.dcm,1,4096,3328
64376484.dcm,1,4096,3328
1444398899.dcm,1,4096,3328
1593285850.dcm,1,4096,3328
382451067.dcm,1,4096,3328
559894332.dcm,1,4096,3328
1143353305.dcm,1,3328,2560
1426836970.dcm,1,3328,2560
1591494854.dcm,1,3328,2560
246720344.dcm,1,3328,2560
382442263.dcm,1,3328,2560
1874640366.dcm,1,3328,2560
571582504.dcm,1,3328,2560
584499977.dcm,1,3328,2560
613469712.dcm,1,3328,2560
1124627996.dcm,1,4096,3328
610065938.dcm,1,4096,3328
698923369.dcm,1,4096,3328
787950099.dcm,1,4096,3328
1747787501.dcm,1,3328,2560
2045530387.dcm,1,3328,2560
2082105508.dcm,1,3328,2560
413901473.dcm,1,3328,2560
686515773.dcm,1,3328,2560
1199136621.dcm,1,3062,2394
1541060382.dcm,1,3062,2394
1891803542.dcm,1,3062,2394
2003274023.dcm,1,3062,2394
296119080.dcm,1,3062,2394
691184416.dcm,1,3062,2394
1596181377.dcm,1,4096,3328
285980800.dcm,1,4096,3328
460314970.dcm,1,4096,3328
546079656.dcm,1,4096,3328
1275279094.dcm,1,4096,3328
1647698672.dcm,1,4096,3328
53586452.dcm,1,4096,3328
898087940.dcm,1,4096,3328
898268426.dcm,1,4096,3328
1520122290.dcm,1,4096,3328
2067774019.dcm,1,4096,3328
354643858.dcm,1,4096,3328
541032337.dcm,1,4096,3328
1338884622.dcm,1,2776,2082
415154540.dcm,1,2776,2082
608082082.dcm,1,2776,2082
866319216.dcm,1,2776,2082
119042426.dcm,1,3062,2394
1310937622.dcm,1,3062,2394
1507665214.dcm,1,3062,2394
1645672779.dcm,1,3062,2394
2130563409.dcm,1,3062,2394
400704185.dcm,1,3062,2394
1236118029.dcm,1,4096,3328
1418737394.dcm,1,4096,3328
1449370956.dcm,1,4096,3328
876732002.dcm,1,4096,3328
1644167764.dcm,1,3328,2560
2012840883.dcm,1,3328,2560
322799920.dcm,1,3328,2560
393564471.dcm,1,3328,2560
1733579423.dcm,1,2776,2082
1751433817.dcm,1,2776,2082
1814426946.dcm,1,2776,2082
2114493794.dcm,1,2776,2082
134054065.dcm,1,5355,4915
1356033546.dcm,1,5355,4915
1814959625.dcm,1,5355,4915
396772447.dcm,1,5355,4915
1263517435.dcm,1,4096,3328
1592377737.dcm,1,4096,3328
1721849879.dcm,1,4096,3328
1797155020.dcm,1,4096,3328
1266239897.dcm,1,3328,2560
1389258430.dcm,1,3328,2560
1713715990.dcm,1,3328,2560
571388326.dcm,1,3328,2560
1527640978.dcm,1,2776,2082
1536900311.dcm,1,2776,2082
539694119.dcm,1,2776,2082
6630578.dcm,1,2776,2082
1352898815.dcm,1,5355,4915
1557004069.dcm,1,5355,4915
372644667.dcm,1,5355,4915
600065548.dcm,1,5355,4915
1268453290.dcm,1,4096,3328
1943408711.dcm,1,4096,3328
256429908.dcm,1,4096,3328
807114320.dcm,1,4096,3328
1275634823.dcm,1,2294,1914
1382620437.dcm,1,2294,1914
1930206882.dcm,1,2294,1914
1993318068.dcm,1,2294,1914
477565890.dcm,1,2294,1914
595033628.dcm,1,2294,1914
1211976270.dcm,1,2776,2082
454362308.dcm,1,2776,2082
519971108.dcm,1,2776,2082
573143249.dcm,1,2776,2082
1132964603.dcm,1,3328,2560
1692953921.dcm,1,3328,2560
555000490.dcm,1,3328,2560
930545168.dcm,1,3328,2560
973265499.dcm,1,3328,2560
1197801657.dcm,1,2776,2082
148768819.dcm,1,2776,2082
1625698561.dcm,1,2776,2082
676140012.dcm,1,2776,2082
115673357.dcm,1,4096,3328
1695338684.dcm,1,4096,3328
559036768.dcm,1,4096,3328
681869964.dcm,1,4096,3328
1314234549.dcm,1,5355,4915
1379568289.dcm,1,5355,4915
1461307339.dcm,1,5355,4915
1772563968.dcm,1,5355,4915
1067925317.dcm,1,5355,4915
1485326981.dcm,1,5355,4915
1502730177.dcm,1,5355,4915
1966210971.dcm,1,5355,4915
1579929470.dcm,1,3062,2394
297722689.dcm,1,3062,2394
387750033.dcm,1,3062,2394
710545342.dcm,1,3062,2394
1753126990.dcm,1,2294,1914
1808311453.dcm,1,2294,1914
1837168823.dcm,1,2294,1914
901231003.dcm,1,2294,1914
1293425323.dcm,1,2294,1914
2018777214.dcm,1,2294,1914
581466352.dcm,1,2294,1914
863321750.dcm,1,2294,1914
1131912005.dcm,1,3328,2560
1306708068.dcm,1,3328,2560
1318758683.dcm,1,3328,2560
223930585.dcm,1,3328,2560
289193609.dcm,1,3328,2560
1091787247.dcm,1,4096,3328
166431809.dcm,1,4096,3328
2131118601.dcm,1,4096,3328
47068980.dcm,1,4096,3328
797328632.dcm,1,4096,3328
1370831492.dcm,1,3328,2560
2101009405.dcm,1,3328,2560
219575128.dcm,1,3328,2560
527329136.dcm,1,3328,2560
619271797.dcm,1,3328,2560
1082389641.dcm,1,4096,3328
350911926.dcm,1,4096,3328
399327844.dcm,1,4096,3328
792328153.dcm,1,4096,3328
1307588701.dcm,1,4096,3328
1607866780.dcm,1,4096,3328
1785810030.dcm,1,4096,3328
2011911263.dcm,1,4096,3328
1138233740.dcm,1,4096,3328
1882156102.dcm,1,4096,3328
323126954.dcm,1,4096,3328
958941459.dcm,1,4096,3328
162099320.dcm,1,2294,1914
2022983624.dcm,1,2294,1914
244223284.dcm,1,2294,1914
389296773.dcm,1,2294,1914
797732224.dcm,1,2294,1914
1060996457.dcm,1,4096,3328
1292933510.dcm,1,4096,3328
1331715472.dcm,1,4096,3328
356984281.dcm,1,4096,3328
1163868324.dcm,1,5355,4915
1209741099.dcm,1,5355,4915
1581642791.dcm,1,5355,4915
1601669148.dcm,1,5355,4915
1427642570.dcm,1,4096,3328
533271933.dcm,1,4096,3328
793907916.dcm,1,4096,3328
851237052.dcm,1,4096,3328
2042145326.dcm,1,5355,4915
2103814126.dcm,1,5355,4915
871112148.dcm,1,5355,4915
934772304.dcm,1,5355,4915
1638735290.dcm,1,4096,3328
2094447840.dcm,1,4096,3328
228050195.dcm,1,4096,3328
59857988.dcm,1,4096,3328
1764224875.dcm,1,5355,4915
1873082272.dcm,1,5355,4915
419853052.dcm,1,5355,4915
504863415.dcm,1,5355,4915
782929194.dcm,1,5355,4915
1117285306.dcm,1,5355,4915
1388587941.dcm,1,5355,4915
243790099.dcm,1,5355,4915
784059676.dcm,1,5355,4915
1202159581.dcm,1,2776,2082
1731463070.dcm,1,2776,2082
1866602890.dcm,1,2776,2082
522740993.dcm,1,2776,2082
11179164.dcm,1,4096,3328
1133619571.dcm,1,4096,3328
1438361514.dcm,1,4096,3328
1860334448.dcm,1,4096,3328
1909302736.dcm,1,4096,3328
393862407.dcm,1,4096,3328
549251783.dcm,1,4096,3328
92214515.dcm,1,4096,3328
1348045208.dcm,1,3328,2560
1643354648.dcm,1,3328,2560
641939695.dcm,1,3328,2560
65973270.dcm,1,3328,2560
1103709351.dcm,1,4096,3328
1333016076.dcm,1,4096,3328
1814791758.dcm,1,4096,3328
449106019.dcm,1,4096,3328
132778066.dcm,1,4096,3328
512684699.dcm,1,4096,3328
696271507.dcm,1,4096,3328
987430935.dcm,1,4096,3328
1970985877.dcm,1,5355,4915
336155728.dcm,1,5355,4915
635265546.dcm,1,5355,4915
766820013.dcm,1,5355,4915
1393998876.dcm,1,4096,3328
1739581590.dcm,1,4096,3328
1800601838.dcm,1,4096,3328
2144165266.dcm,1,4096,3328
1188777706.dcm,1,3328,2560
287289834.dcm,1,3328,2560
31748354.dcm,1,3328,2560
899900574.dcm,1,3328,2560
120210851.dcm,1,2776,2082
324916411.dcm,1,2776,2082
596768960.dcm,1,2776,2082
693058436.dcm,1,2776,2082
11423978.dcm,1,3328,2560
1649391957.dcm,1,3328,2560
1805399267.dcm,1,3328,2560
1878489988.dcm,1,3328,2560
156213485.dcm,1,4096,3328
1645354866.dcm,1,4096,3328
489225046.dcm,1,4096,3328
621205003.dcm,1,4096,3328
1519934254.dcm,1,3328,2560
1725508729.dcm,1,3328,2560
1868309372.dcm,1,3328,2560
271961887.dcm,1,3328,2560
295654174.dcm,1,3328,2560
1519654395.dcm,1,5355,4915
1809791900.dcm,1,5355,4915
511732297.dcm,1,5355,4915
811825044.dcm,1,5355,4915
1968573992.dcm,1,3328,2560
2079273146.dcm,1,3328,2560
615559793.dcm,1,3328,2560
914094252.dcm,1,3328,2560
1034597629.dcm,1,5355,4915
1256289089.dcm,1,5355,4915
1518654557.dcm,1,5355,4915
1659252417.dcm,1,5355,4915
196486149.dcm,1,4096,3328
2124831136.dcm,1,4096,3328
241018768.dcm,1,4096,3328
300233064.dcm,1,4096,3328
1300446563.dcm,1,4096,3328
131525738.dcm,1,3328,2560
1444837493.dcm,1,4096,3328
2044537579.dcm,1,4096,3328
22394083.dcm,1,4096,3328
239202271.dcm,1,4096,3328
453893154.dcm,1,3328,2560
871219675.dcm,1,3328,2560
1032716115.dcm,1,4096,3328
1043635482.dcm,1,4096,3328
1968162207.dcm,1,4096,3328
324319833.dcm,1,4096,3328
1296016435.dcm,1,3328,2560
1661836179.dcm,1,3328,2560
1833379637.dcm,1,3328,2560
295792758.dcm,1,3328,2560
311985348.dcm,1,3328,2560
1126503464.dcm,1,4096,3328
1526398679.dcm,1,4096,3328
1556079262.dcm,1,4096,3328
2018792640.dcm,1,4096,3328
898599546.dcm,1,4096,3328
1307672910.dcm,1,5355,4915
1837413153.dcm,1,5355,4915
1921555219.dcm,1,5355,4915
2046783460.dcm,1,5355,4915
1117051791.dcm,1,4096,3328
2016106872.dcm,1,4096,3328
267054126.dcm,1,4096,3328
823351648.dcm,1,4096,3328
2037939424.dcm,1,2294,1914
2042119321.dcm,1,2294,1914
323555748.dcm,1,2294,1914
343186237.dcm,1,2294,1914
42495644.dcm,1,2294,1914
858459032.dcm,1,2294,1914
1379047551.dcm,1,4096,3328
1718288209.dcm,1,4096,3328
1863587747.dcm,1,4096,3328
553781615.dcm,1,4096,3328
742684796.dcm,1,4096,3328
1452662349.dcm,1,5355,4915
1618651149.dcm,1,5355,4915
301038580.dcm,1,5355,4915
492616427.dcm,1,5355,4915
1106077980.dcm,1,4096,3328
1294554238.dcm,1,4096,3328
1676520247.dcm,1,4096,3328
639533869.dcm,1,4096,3328
692546941.dcm,1,4096,3328
830448068.dcm,1,4096,3328
996815336.dcm,1,4096,3328
1490465409.dcm,1,4096,3328
358144547.dcm,1,4096,3328
723248157.dcm,1,4096,3328
914974807.dcm,1,4096,3328
2018619402.dcm,1,2776,2082
523941837.dcm,1,2776,2082
834767145.dcm,1,2776,2082
995464653.dcm,1,2776,2082
1387376229.dcm,1,5355,4915
1701766922.dcm,1,5355,4915
778739622.dcm,1,5355,4915
941424508.dcm,1,5355,4915
1401029494.dcm,1,4096,3328
1473041332.dcm,1,4096,3328
343604428.dcm,1,4096,3328
490239076.dcm,1,4096,3328
1134085999.dcm,1,5355,4915
1819940172.dcm,1,5355,4915
582278845.dcm,1,5355,4915
981535545.dcm,1,5355,4915
1771653569.dcm,1,2776,2082
1877924187.dcm,1,2776,2082
1889114898.dcm,1,2776,2082
1981456025.dcm,1,2776,2082
1292130300.dcm,1,2776,2082
1457714933.dcm,1,2776,2082
1847684639.dcm,1,2776,2082
33641519.dcm,1,2776,2082
1749180899.dcm,1,3328,2560
24287215.dcm,1,3328,2560
299430601.dcm,1,3328,2560
806791499.dcm,1,3328,2560
111610747.dcm,1,5355,4915
172743476.dcm,1,5355,4915
949157223.dcm,1,5355,4915
953630878.dcm,1,5355,4915
1750078675.dcm,1,4096,3328
1939799840.dcm,1,4096,3328
2058294989.dcm,1,4096,3328
253782544.dcm,1,4096,3328
1246681648.dcm,1,2776,2082
596691470.dcm,1,2776,2082
680387574.dcm,1,2776,2082
778407088.dcm,1,2776,2082
116036401.dcm,1,4096,3328
1648035413.dcm,1,4096,3328
1956191218.dcm,1,4096,3328
1960230630.dcm,1,4096,3328
741048933.dcm,1,4096,3328
153671190.dcm,1,4096,3328
1697621006.dcm,1,4096,3328
218714033.dcm,1,4096,3328
412327262.dcm,1,4096,3328
576139264.dcm,1,4096,3328
587435494.dcm,1,4096,3328
1158059044.dcm,1,3328,2560
21853763.dcm,1,3328,2560
335392572.dcm,1,3328,2560
855825774.dcm,1,3328,2560
2131785976.dcm,1,2776,2082
356287908.dcm,1,2776,2082
837941215.dcm,1,2776,2082
887792200.dcm,1,2776,2082
1632530214.dcm,1,2776,2082
2065881161.dcm,1,2776,2082
208574026.dcm,1,2776,2082
395990008.dcm,1,2776,2082
1215498216.dcm,1,5355,4915
1385342184.dcm,1,5355,4915
1799230864.dcm,1,5355,4915
2035297303.dcm,1,5355,4915
1455610221.dcm,1,4096,3328
1499969155.dcm,1,4096,3328
1659562056.dcm,1,4096,3328
388727692.dcm,1,4096,3328
570867999.dcm,1,4096,3328
96820272.dcm,1,4096,3328
123652922.dcm,1,2776,2082
2115194378.dcm,1,2776,2082
493267199.dcm,1,2776,2082
752895407.dcm,1,2776,2082
1539382899.dcm,1,4096,3328
1589086010.dcm,1,4096,3328
1877941268.dcm,1,4096,3328
846707254.dcm,1,4096,3328
1310664833.dcm,1,3328,2560
2062965157.dcm,1,3328,2560
284662622.dcm,1,3328,2560
74886548.dcm,1,3328,2560
789004687.dcm,1,3328,2560
1402425103.dcm,1,3328,2560
146014654.dcm,1,3328,2560
1933758526.dcm,1,3328,2560
269081549.dcm,1,3328,2560
302531270.dcm,1,3328,2560
65327662.dcm,1,3328,2560
772023036.dcm,1,3328,2560
803330736.dcm,1,3328,2560
1358481431.dcm,1,4096,3328
178764132.dcm,1,4096,3328
552767539.dcm,1,4096,3328
694071459.dcm,1,4096,3328
1241468087.dcm,1,2776,2082
1504952780.dcm,1,2776,2082
232712234.dcm,1,2776,2082
868414725.dcm,1,2776,2082
1808148590.dcm,1,2294,1914
1950637222.dcm,1,2294,1914
2117653730.dcm,1,2294,1914
398365867.dcm,1,2294,1914
754225667.dcm,1,2294,1914
969644074.dcm,1,2294,1914
1145736302.dcm,1,5355,4915
1465523718.dcm,1,5355,4915
1950395365.dcm,1,5355,4915
283575829.dcm,1,5355,4915
1134115441.dcm,1,4096,3328
2033993212.dcm,1,4096,3328
347430488.dcm,1,4096,3328
478220057.dcm,1,4096,3328
1718549170.dcm,1,4096,3328
314735371.dcm,1,4096,3328
791970176.dcm,1,4096,3328
805842284.dcm,1,4096,3328
886957103.dcm,1,4096,3328
1145752057.dcm,1,4096,3328
1757032274.dcm,1,4096,3328
1853031002.dcm,1,4096,3328
2004090724.dcm,1,4096,3328
763490571.dcm,1,4096,3328
100715726.dcm,1,4096,3328
1733627070.dcm,1,4096,3328
1857860231.dcm,1,4096,3328
2088030209.dcm,1,4096,3328
1142504786.dcm,1,4096,3328
1537619289.dcm,1,4096,3328
1753162756.dcm,1,4096,3328
731479435.dcm,1,4096,3328
1254953166.dcm,1,5355,4915
1275670727.dcm,1,5355,4915
479729238.dcm,1,5355,4915
546072310.dcm,1,5355,4915
1000697524.dcm,1,3328,2560
1165445193.dcm,1,3328,2560
1278097035.dcm,1,3328,2560
1344499537.dcm,1,3328,2560
795759413.dcm,1,3328,2560
458488196.dcm,1,3328,2560
63739635.dcm,1,3328,2560
809804227.dcm,1,3328,2560
855966044.dcm,1,3328,2560
1031108625.dcm,1,4096,3328
115924666.dcm,1,4096,3328
225042434.dcm,1,4096,3328
964849405.dcm,1,4096,3328
1117006977.dcm,1,3328,2560
1939940385.dcm,1,3328,2560
1982462186.dcm,1,3328,2560
654955448.dcm,1,3328,2560
682763295.dcm,1,3328,2560
1038044385.dcm,1,4096,3328
1136138099.dcm,1,4096,3328
733018734.dcm,1,4096,3328
860260543.dcm,1,4096,3328
1357278375.dcm,1,4096,3328
1814554596.dcm,1,4096,3328
455580657.dcm,1,4096,3328
847479243.dcm,1,4096,3328
1276863986.dcm,1,3328,2560
236861116.dcm,1,3328,2560
240259894.dcm,1,3328,2560
520821101.dcm,1,3328,2560
1729860424.dcm,1,2294,1914
617711281.dcm,1,2294,1914
786951736.dcm,1,2294,1914
975281864.dcm,1,2294,1914
1035199454.dcm,1,2776,2082
1139100319.dcm,1,2776,2082
1692965907.dcm,1,2776,2082
1765536458.dcm,1,2776,2082
1249153176.dcm,1,2294,1914
1450074132.dcm,1,2294,1914
1507184519.dcm,1,2294,1914
992519527.dcm,1,2294,1914
1230790422.dcm,1,2776,2082
1295549007.dcm,1,2776,2082
210051331.dcm,1,2776,2082
471393341.dcm,1,2776,2082
1852463597.dcm,1,4096,3328
2018604675.dcm,1,4096,3328
473371293.dcm,1,4096,3328
65191543.dcm,1,4096,3328
1351622000.dcm,1,2776,2082
19617348.dcm,1,2776,2082
2088124106.dcm,1,2776,2082
575773981.dcm,1,2776,2082
1003543888.dcm,1,5355,4915
1369234957.dcm,1,5355,4915
1560240273.dcm,1,5355,4915
847173391.dcm,1,5355,4915
1098934949.dcm,1,3328,2560
1393907164.dcm,1,3328,2560
1732644936.dcm,1,3328,2560
2070896987.dcm,1,3328,2560
243135601.dcm,1,3328,2560
846972313.dcm,1,3328,2560
1151315015.dcm,1,4096,3328
1984264994.dcm,1,4096,3328
483087828.dcm,1,4096,3328
895178788.dcm,1,4096,3328
1045815674.dcm,1,3328,2560
1580815315.dcm,1,3328,2560
1767167843.dcm,1,3328,2560
2102992093.dcm,1,3328,2560
789872279.dcm,1,3328,2560
1370833078.dcm,1,5355,4915
1742102179.dcm,1,5355,4915
278141206.dcm,1,5355,4915
297061999.dcm,1,5355,4915
1092358684.dcm,1,3328,2560
1766917773.dcm,1,3328,2560
2102410726.dcm,1,3328,2560
750085231.dcm,1,3328,2560
1587319217.dcm,1,4096,3328
2089182066.dcm,1,4096,3328
370349360.dcm,1,4096,3328
547153976.dcm,1,4096,3328
1080728445.dcm,1,4096,3328
1215494362.dcm,1,4096,3328
1756002702.dcm,1,4096,3328
349649753.dcm,1,4096,3328
1341193717.dcm,1,4740,3540
1942326353.dcm,1,4740,3540
301734328.dcm,1,4740,3540
304526990.dcm,1,4740,3540
494265295.dcm,1,4740,3540
1053876429.dcm,1,4096,3328
1871066234.dcm,1,4096,3328
481794469.dcm,1,4096,3328
62406694.dcm,1,4096,3328
1232920530.dcm,1,2776,2082
124177872.dcm,1,2776,2082
1669872238.dcm,1,2776,2082
2023496852.dcm,1,2776,2082
1684161242.dcm,1,4096,3328
24485601.dcm,1,4096,3328
674344934.dcm,1,4096,3328
869169549.dcm,1,4096,3328
1228024526.dcm,1,2776,2082
1692220544.dcm,1,2776,2082
454443523.dcm,1,2776,2082
796939019.dcm,1,2776,2082
1088294620.dcm,1,4096,3328
2125317644.dcm,1,4096,3328
403847728.dcm,1,4096,3328
684213973.dcm,1,4096,3328
1332322428.dcm,1,5355,4915
1605105266.dcm,1,5355,4915
1766202112.dcm,1,5355,4915
1951441223.dcm,1,5355,4915
2056634184.dcm,1,4096,3328
343058323.dcm,1,4096,3328
668064372.dcm,1,4096,3328
981350543.dcm,1,4096,3328
1641873139.dcm,1,2294,1914
1799418080.dcm,1,2294,1914
1900523352.dcm,1,2294,1914
284800898.dcm,1,2294,1914
1066619506.dcm,1,2776,2082
