file_name,transfer_syntax_uid
857233279.dcm,1.2.840.10008.1.2.4.90
1397340621.dcm,1.2.840.10008.1.2.4.70
1772471337.dcm,1.2.840.10008.1.2.4.70
1963503370.dcm,1.2.840.10008.1.2.4.70
799218686.dcm,1.2.840.10008.1.2.4.70
93943602.dcm,1.2.840.10008.1.2.4.70
1799159052.dcm,1.2.840.10008.1.2.4.70
1916346147.dcm,1.2.840.10008.1.2.4.70
1925830647.dcm,1.2.840.10008.1.2.4.70
399861243.dcm,1.2.840.10008.1.2.4.70
871164542.dcm,1.2.840.10008.1.2.4.70
977414084.dcm,1.2.840.10008.1.2.4.70
1077338558.dcm,1.2.840.10008.1.2.4.70
1379638734.dcm,1.2.840.10008.1.2.4.70
379054974.dcm,1.2.840.10008.1.2.4.70
553411156.dcm,1.2.840.10008.1.2.4.70
1104377305.dcm,1.2.840.10008.1.2.4.70
1565004356.dcm,1.2.840.10008.1.2.4.70
1770298652.dcm,1.2.840.10008.1.2.4.70
760660894.dcm,1.2.840.10008.1.2.4.70
1669539827.dcm,1.2.840.10008.1.2.4.90
1983314611.dcm,1.2.840.10008.1.2.4.90
739951376.dcm,1.2.840.10008.1.2.4.90
787682896.dcm,1.2.840.10008.1.2.4.90
1335872905.dcm,1.2.840.10008.1.2.4.90
1470288902.dcm,1.2.840.10008.1.2.4.90
155913793.dcm,1.2.840.10008.1.2.4.90
2032543225.dcm,1.2.840.10008.1.2.4.90
1051090177.dcm,1.2.840.10008.1.2.4.90
1190568377.dcm,1.2.840.10008.1.2.4.90
146452771.dcm,1.2.840.10008.1.2.4.90
1531029555.dcm,1.2.840.10008.1.2.4.90
1514586632.dcm,1.2.840.10008.1.2.4.90
1736405307.dcm,1.2.840.10008.1.2.4.90
1773364285.dcm,1.2.840.10008.1.2.4.90
472257061.dcm,1.2.840.10008.1.2.4.90
717512248.dcm,1.2.840.10008.1.2.4.90
906645140.dcm,1.2.840.10008.1.2.4.90
1385488259.dcm,1.2.840.10008.1.2.4.70
1808624296.dcm,1.2.840.10008.1.2.4.70
314217324.dcm,1.2.840.10008.1.2.4.70
364072774.dcm,1.2.840.10008.1.2.4.70
643940736.dcm,1.2.840.10008.1.2.4.70
1223153332.dcm,1.2.840.10008.1.2.4.90
1279568944.dcm,1.2.840.10008.1.2.4.90
1766768931.dcm,1.2.840.10008.1.2.4.90
1889993959.dcm,1.2.840.10008.1.2.4.90
1559530112.dcm,1.2.840.10008.1.2.4.90
428556248.dcm,1.2.840.10008.1.2.4.90
447127258.dcm,1.2.840.10008.1.2.4.90
471058643.dcm,1.2.840.10008.1.2.4.90
472403695.dcm,1.2.840.10008.1.2.4.90
517500461.dcm,1.2.840.10008.1.2.4.90
1221292186.dcm,1.2.840.10008.1.2.4.70
1571426842.dcm,1.2.840.10008.1.2.4.70
1610318827.dcm,1.2.840.10008.1.2.4.70
69796723.dcm,1.2.840.10008.1.2.4.70
1150590382.dcm,1.2.840.10008.1.2.4.70
1443523771.dcm,1.2.840.10008.1.2.4.70
1548328420.dcm,1.2.840.10008.1.2.4.70
792791373.dcm,1.2.840.10008.1.2.4.70
189024952.dcm,1.2.840.10008.1.2.4.90
2044110537.dcm,1.2.840.10008.1.2.4.90
45699881.dcm,1.2.840.10008.1.2.4.90
727433822.dcm,1.2.840.10008.1.2.4.90
1150353979.dcm,1.2.840.10008.1.2.4.70
132917134.dcm,1.2.840.10008.1.2.4.70
1422117291.dcm,1.2.840.10008.1.2.4.70
1860329314.dcm,1.2.840.10008.1.2.4.70
306115526.dcm,1.2.840.10008.1.2.4.70
545933628.dcm,1.2.840.10008.1.2.4.70
151222137.dcm,1.2.840.10008.1.2.4.70
1669563680.dcm,1.2.840.10008.1.2.4.70
1669821680.dcm,1.2.840.10008.1.2.4.70
1786844438.dcm,1.2.840.10008.1.2.4.70
1805095794.dcm,1.2.840.10008.1.2.4.70
577909675.dcm,1.2.840.10008.1.2.4.70
154223999.dcm,1.2.840.10008.1.2.4.70
1952054865.dcm,1.2.840.10008.1.2.4.70
2027880586.dcm,1.2.840.10008.1.2.4.70
333442692.dcm,1.2.840.10008.1.2.4.70
491741096.dcm,1.2.840.10008.1.2.4.70
529028091.dcm,1.2.840.10008.1.2.4.70
839020465.dcm,1.2.840.10008.1.2.4.70
1236782782.dcm,1.2.840.10008.1.2.4.70
1641748045.dcm,1.2.840.10008.1.2.4.70
1702128001.dcm,1.2.840.10008.1.2.4.70
2009772454.dcm,1.2.840.10008.1.2.4.70
634025923.dcm,1.2.840.10008.1.2.4.70
1472516818.dcm,1.2.840.10008.1.2.4.90
1670152193.dcm,1.2.840.10008.1.2.4.90
580336412.dcm,1.2.840.10008.1.2.4.90
992759123.dcm,1.2.840.10008.1.2.4.90
1244721272.dcm,1.2.840.10008.1.2.4.90
1905853719.dcm,1.2.840.10008.1.2.4.90
617333636.dcm,1.2.840.10008.1.2.4.90
625494487.dcm,1.2.840.10008.1.2.4.90
1473259661.dcm,1.2.840.10008.1.2.4.90
1903914461.dcm,1.2.840.10008.1.2.4.90
1990723838.dcm,1.2.840.10008.1.2.4.90
649415840.dcm,1.2.840.10008.1.2.4.90
693140301.dcm,1.2.840.10008.1.2.4.90
115518548.dcm,1.2.840.10008.1.2.4.90
1357554505.dcm,1.2.840.10008.1.2.4.90
1778574659.dcm,1.2.840.10008.1.2.4.90
64437284.dcm,1.2.840.10008.1.2.4.90
1121874544.dcm,1.2.840.10008.1.2.4.90
192325542.dcm,1.2.840.10008.1.2.4.90
831706007.dcm,1.2.840.10008.1.2.4.90
972843728.dcm,1.2.840.10008.1.2.4.90
1256311859.dcm,1.2.840.10008.1.2.4.90
1701042792.dcm,1.2.840.10008.1.2.4.90
397239005.dcm,1.2.840.10008.1.2.4.90
918303619.dcm,1.2.840.10008.1.2.4.90
1324324564.dcm,1.2.840.10008.1.2.4.70
1625222378.dcm,1.2.840.10008.1.2.4.70
1960346987.dcm,1.2.840.10008.1.2.4.70
1995688683.dcm,1.2.840.10008.1.2.4.70
753636873.dcm,1.2.840.10008.1.2.4.70
1029484673.dcm,1.2.840.10008.1.2.4.90
1722781452.dcm,1.2.840.10008.1.2.4.90
1917286922.dcm,1.2.840.10008.1.2.4.90
633648934.dcm,1.2.840.10008.1.2.4.90
1487005959.dcm,1.2.840.10008.1.2.4.70
596956332.dcm,1.2.840.10008.1.2.4.70
648759642.dcm,1.2.840.10008.1.2.4.70
74383775.dcm,1.2.840.10008.1.2.4.70
1100076228.dcm,1.2.840.10008.1.2.4.70
1206206935.dcm,1.2.840.10008.1.2.4.70
570368246.dcm,1.2.840.10008.1.2.4.70
831488326.dcm,1.2.840.10008.1.2.4.70
138962356.dcm,1.2.840.10008.1.2.4.90
1882320111.dcm,1.2.840.10008.1.2.4.90
311580437.dcm,1.2.840.10008.1.2.4.90
788855744.dcm,1.2.840.10008.1.2.4.90
150903143.dcm,1.2.840.10008.1.2.4.90
1775490956.dcm,1.2.840.10008.1.2.4.90
249899258.dcm,1.2.840.10008.1.2.4.90
75119749.dcm,1.2.840.10008.1.2.4.90
1699255544.dcm,1.2.840.10008.1.2.4.70
1807401506.dcm,1.2.840.10008.1.2.4.70
1926671410.dcm,1.2.840.10008.1.2.4.70
248306024.dcm,1.2.840.10008.1.2.4.70
580591101.dcm,1.2.840.10008.1.2.4.70
1503813476.dcm,1.2.840.10008.1.2.4.90
1779943348.dcm,1.2.840.10008.1.2.4.90
2142901924.dcm,1.2.840.10008.1.2.4.90
347620435.dcm,1.2.840.10008.1.2.4.90
1266642886.dcm,1.2.840.10008.1.2.4.70
1945981547.dcm,1.2.840.10008.1.2.4.70
2096656042.dcm,1.2.840.10008.1.2.4.70
619874943.dcm,1.2.840.10008.1.2.4.70
793911503.dcm,1.2.840.10008.1.2.4.70
177702558.dcm,1.2.840.10008.1.2.4.70
2075261914.dcm,1.2.840.10008.1.2.4.70
279056261.dcm,1.2.840.10008.1.2.4.70
531727054.dcm,1.2.840.10008.1.2.4.70
736951375.dcm,1.2.840.10008.1.2.4.70
873287965.dcm,1.2.840.10008.1.2.4.70
1054834938.dcm,1.2.840.10008.1.2.4.90
1271265727.dcm,1.2.840.10008.1.2.4.90
1801022248.dcm,1.2.840.10008.1.2.4.90
1825165201.dcm,1.2.840.10008.1.2.4.90
1612515526.dcm,1.2.840.10008.1.2.4.70
2102643529.dcm,1.2.840.10008.1.2.4.70
226716290.dcm,1.2.840.10008.1.2.4.70
493795726.dcm,1.2.840.10008.1.2.4.70
982852512.dcm,1.2.840.10008.1.2.4.70
1516139272.dcm,1.2.840.10008.1.2.4.70
1619886544.dcm,1.2.840.10008.1.2.4.70
1811101489.dcm,1.2.840.10008.1.2.4.70
2072144128.dcm,1.2.840.10008.1.2.4.70
550004609.dcm,1.2.840.10008.1.2.4.70
700332459.dcm,1.2.840.10008.1.2.4.70
1158659297.dcm,1.2.840.10008.1.2.4.90
1306341899.dcm,1.2.840.10008.1.2.4.90
1720697454.dcm,1.2.840.10008.1.2.4.90
2046465616.dcm,1.2.840.10008.1.2.4.90
1088054238.dcm,1.2.840.10008.1.2.4.90
186870237.dcm,1.2.840.10008.1.2.4.90
499006665.dcm,1.2.840.10008.1.2.4.90
880788494.dcm,1.2.840.10008.1.2.4.90
1230275271.dcm,1.2.840.10008.1.2.4.90
1717576835.dcm,1.2.840.10008.1.2.4.90
2130446076.dcm,1.2.840.10008.1.2.4.90
989133814.dcm,1.2.840.10008.1.2.4.90
1136934295.dcm,1.2.840.10008.1.2.4.90
1894968067.dcm,1.2.840.10008.1.2.4.90
603331436.dcm,1.2.840.10008.1.2.4.90
685855658.dcm,1.2.840.10008.1.2.4.90
960144323.dcm,1.2.840.10008.1.2.4.90
97876206.dcm,1.2.840.10008.1.2.4.90
1186080138.dcm,1.2.840.10008.1.2.4.90
1196323824.dcm,1.2.840.10008.1.2.4.90
498012044.dcm,1.2.840.10008.1.2.4.90
561835348.dcm,1.2.840.10008.1.2.4.90
1061239472.dcm,1.2.840.10008.1.2.4.90
127999431.dcm,1.2.840.10008.1.2.4.90
1758766308.dcm,1.2.840.10008.1.2.4.90
49668861.dcm,1.2.840.10008.1.2.4.90
1073307989.dcm,1.2.840.10008.1.2.4.70
1479974002.dcm,1.2.840.10008.1.2.4.70
1889021433.dcm,1.2.840.10008.1.2.4.70
2116950035.dcm,1.2.840.10008.1.2.4.70
379157679.dcm,1.2.840.10008.1.2.4.70
676921755.dcm,1.2.840.10008.1.2.4.70
1470989717.dcm,1.2.840.10008.1.2.4.90
1570027957.dcm,1.2.840.10008.1.2.4.90
663679168.dcm,1.2.840.10008.1.2.4.90
838636280.dcm,1.2.840.10008.1.2.4.90
1265630480.dcm,1.2.840.10008.1.2.4.70
1727216775.dcm,1.2.840.10008.1.2.4.70
1746821940.dcm,1.2.840.10008.1.2.4.70
591943719.dcm,1.2.840.10008.1.2.4.70
1720130297.dcm,1.2.840.10008.1.2.4.90
458585957.dcm,1.2.840.10008.1.2.4.90
516505741.dcm,1.2.840.10008.1.2.4.90
936842467.dcm,1.2.840.10008.1.2.4.90
1199736667.dcm,1.2.840.10008.1.2.4.90
1877610097.dcm,1.2.840.10008.1.2.4.90
2049381813.dcm,1.2.840.10008.1.2.4.90
397442125.dcm,1.2.840.10008.1.2.4.90
1309411641.dcm,1.2.840.10008.1.2.4.90
1903230163.dcm,1.2.840.10008.1.2.4.90
375250170.dcm,1.2.840.10008.1.2.4.90
464508536.dcm,1.2.840.10008.1.2.4.90
1038983573.dcm,1.2.840.10008.1.2.4.90
1703926106.dcm,1.2.840.10008.1.2.4.90
327829683.dcm,1.2.840.10008.1.2.4.90
915722511.dcm,1.2.840.10008.1.2.4.90
1526089576.dcm,1.2.840.10008.1.2.4.70
1657730241.dcm,1.2.840.10008.1.2.4.70
1856674878.dcm,1.2.840.10008.1.2.4.70
598663214.dcm,1.2.840.10008.1.2.4.70
787137576.dcm,1.2.840.10008.1.2.4.70
981954278.dcm,1.2.840.10008.1.2.4.70
1356917880.dcm,1.2.840.10008.1.2.4.90
1593685708.dcm,1.2.840.10008.1.2.4.90
1645860427.dcm,1.2.840.10008.1.2.4.90
2141498906.dcm,1.2.840.10008.1.2.4.90
1235417733.dcm,1.2.840.10008.1.2.4.70
1709852214.dcm,1.2.840.10008.1.2.4.70
351826119.dcm,1.2.840.10008.1.2.4.70
451290135.dcm,1.2.840.10008.1.2.4.70
678549884.dcm,1.2.840.10008.1.2.4.70
732303026.dcm,1.2.840.10008.1.2.4.70
815776547.dcm,1.2.840.10008.1.2.4.70
1216682955.dcm,1.2.840.10008.1.2.4.90
1322290047.dcm,1.2.840.10008.1.2.4.90
2021325629.dcm,1.2.840.10008.1.2.4.90
437296520.dcm,1.2.840.10008.1.2.4.90
1341720996.dcm,1.2.840.10008.1.2.4.90
1404257623.dcm,1.2.840.10008.1.2.4.90
1462747894.dcm,1.2.840.10008.1.2.4.90
2058816582.dcm,1.2.840.10008.1.2.4.90
287915367.dcm,1.2.840.10008.1.2.4.90
483720215.dcm,1.2.840.10008.1.2.4.90
1371164180.dcm,1.2.840.10008.1.2.4.90
56996780.dcm,1.2.840.10008.1.2.4.90
750087844.dcm,1.2.840.10008.1.2.4.90
878678720.dcm,1.2.840.10008.1.2.4.90
1019790389.dcm,1.2.840.10008.1.2.4.90
1690655595.dcm,1.2.840.10008.1.2.4.90
93021697.dcm,1.2.840.10008.1.2.4.90
943234031.dcm,1.2.840.10008.1.2.4.90
1825485231.dcm,1.2.840.10008.1.2.4.90
2002817972.dcm,1.2.840.10008.1.2.4.90
2130546785.dcm,1.2.840.10008.1.2.4.90
893136379.dcm,1.2.840.10008.1.2.4.90
1444007923.dcm,1.2.840.10008.1.2.4.90
1727650730.dcm,1.2.840.10008.1.2.4.90
386261751.dcm,1.2.840.10008.1.2.4.90
453998427.dcm,1.2.840.10008.1.2.4.90
1004752758.dcm,1.2.840.10008.1.2.4.90
1014883601.dcm,1.2.840.10008.1.2.4.90
1436836411.dcm,1.2.840.10008.1.2.4.90
1749808506.dcm,1.2.840.10008.1.2.4.90
1850569560.dcm,1.2.840.10008.1.2.4.90
767816355.dcm,1.2.840.10008.1.2.4.90
1206291259.dcm,1.2.840.10008.1.2.4.90
519845751.dcm,1.2.840.10008.1.2.4.90
630357799.dcm,1.2.840.10008.1.2.4.90
900563014.dcm,1.2.840.10008.1.2.4.90
1161537649.dcm,1.2.840.10008.1.2.4.70
1927362097.dcm,1.2.840.10008.1.2.4.70
2081383435.dcm,1.2.840.10008.1.2.4.70
766403430.dcm,1.2.840.10008.1.2.4.70
1094063340.dcm,1.2.840.10008.1.2.4.70
1196644994.dcm,1.2.840.10008.1.2.4.70
1527196463.dcm,1.2.840.10008.1.2.4.70
1977995752.dcm,1.2.840.10008.1.2.4.70
318042163.dcm,1.2.840.10008.1.2.4.70
465058268.dcm,1.2.840.10008.1.2.4.70
1388352563.dcm,1.2.840.10008.1.2.4.70
1620398057.dcm,1.2.840.10008.1.2.4.70
1712654772.dcm,1.2.840.10008.1.2.4.70
329198536.dcm,1.2.840.10008.1.2.4.70
1344382278.dcm,1.2.840.10008.1.2.4.90
1878771430.dcm,1.2.840.10008.1.2.4.90
657242412.dcm,1.2.840.10008.1.2.4.90
917935711.dcm,1.2.840.10008.1.2.4.90
1754707742.dcm,1.2.840.10008.1.2.4.90
1766705973.dcm,1.2.840.10008.1.2.4.90
26710837.dcm,1.2.840.10008.1.2.4.90
962557351.dcm,1.2.840.10008.1.2.4.90
1305159134.dcm,1.2.840.10008.1.2.4.90
1656022285.dcm,1.2.840.10008.1.2.4.90
2071676733.dcm,1.2.840.10008.1.2.4.90
625197029.dcm,1.2.840.10008.1.2.4.90
106014279.dcm,1.2.840.10008.1.2.4.90
1133274467.dcm,1.2.840.10008.1.2.4.90
622448756.dcm,1.2.840.10008.1.2.4.90
626239980.dcm,1.2.840.10008.1.2.4.90
1387377241.dcm,1.2.840.10008.1.2.4.70
25099748.dcm,1.2.840.10008.1.2.4.70
716179560.dcm,1.2.840.10008.1.2.4.70
734942111.dcm,1.2.840.10008.1.2.4.70
1486852935.dcm,1.2.840.10008.1.2.4.90
1521983813.dcm,1.2.840.10008.1.2.4.90
1569721956.dcm,1.2.840.10008.1.2.4.90
1783622437.dcm,1.2.840.10008.1.2.4.90
610582563.dcm,1.2.840.10008.1.2.4.90
1530018127.dcm,1.2.840.10008.1.2.4.90
1886596959.dcm,1.2.840.10008.1.2.4.90
1940663505.dcm,1.2.840.10008.1.2.4.90
659327045.dcm,1.2.840.10008.1.2.4.90
1988549745.dcm,1.2.840.10008.1.2.4.90
246004870.dcm,1.2.840.10008.1.2.4.90
512833906.dcm,1.2.840.10008.1.2.4.90
799595851.dcm,1.2.840.10008.1.2.4.90
1214401145.dcm,1.2.840.10008.1.2.4.70
1715778123.dcm,1.2.840.10008.1.2.4.70
2842042.dcm,1.2.840.10008.1.2.4.70
780528622.dcm,1.2.840.10008.1.2.4.70
837006787.dcm,1.2.840.10008.1.2.4.70
1683599364.dcm,1.2.840.10008.1.2.4.90
1838279503.dcm,1.2.840.10008.1.2.4.90
2125645355.dcm,1.2.840.10008.1.2.4.90
979468221.dcm,1.2.840.10008.1.2.4.90
1338513081.dcm,1.2.840.10008.1.2.4.90
1503120449.dcm,1.2.840.10008.1.2.4.90
48836454.dcm,1.2.840.10008.1.2.4.90
700370850.dcm,1.2.840.10008.1.2.4.90
1063783360.dcm,1.2.840.10008.1.2.4.90
1971451257.dcm,1.2.840.10008.1.2.4.90
592512813.dcm,1.2.840.10008.1.2.4.90
810591934.dcm,1.2.840.10008.1.2.4.90
1242048933.dcm,1.2.840.10008.1.2.4.90
416979166.dcm,1.2.840.10008.1.2.4.90
802737130.dcm,1.2.840.10008.1.2.4.90
930350876.dcm,1.2.840.10008.1.2.4.90
1174247752.dcm,1.2.840.10008.1.2.4.70
1582260682.dcm,1.2.840.10008.1.2.4.70
1839490898.dcm,1.2.840.10008.1.2.4.70
4085785.dcm,1.2.840.10008.1.2.4.70
860033860.dcm,1.2.840.10008.1.2.4.70
1265899157.dcm,1.2.840.10008.1.2.4.90
1524249562.dcm,1.2.840.10008.1.2.4.90
1990535951.dcm,1.2.840.10008.1.2.4.90
718312826.dcm,1.2.840.10008.1.2.4.90
1344409621.dcm,1.2.840.10008.1.2.4.90
478515979.dcm,1.2.840.10008.1.2.4.90
793815178.dcm,1.2.840.10008.1.2.4.90
803029223.dcm,1.2.840.10008.1.2.4.90
1397963337.dcm,1.2.840.10008.1.2.4.70
477657660.dcm,1.2.840.10008.1.2.4.70
620085123.dcm,1.2.840.10008.1.2.4.70
880294159.dcm,1.2.840.10008.1.2.4.70
91046516.dcm,1.2.840.10008.1.2.4.70
1028239838.dcm,1.2.840.10008.1.2.4.70
1480217172.dcm,1.2.840.10008.1.2.4.70
398494507.dcm,1.2.840.10008.1.2.4.70
590328746.dcm,1.2.840.10008.1.2.4.70
1367958483.dcm,1.2.840.10008.1.2.4.70
1583529344.dcm,1.2.840.10008.1.2.4.70
159866611.dcm,1.2.840.10008.1.2.4.70
1609553993.dcm,1.2.840.10008.1.2.4.70
1978849453.dcm,1.2.840.10008.1.2.4.90
444581341.dcm,1.2.840.10008.1.2.4.90
604517018.dcm,1.2.840.10008.1.2.4.90
850788706.dcm,1.2.840.10008.1.2.4.90
1403304491.dcm,1.2.840.10008.1.2.4.90
1420311479.dcm,1.2.840.10008.1.2.4.90
1962226609.dcm,1.2.840.10008.1.2.4.90
217403503.dcm,1.2.840.10008.1.2.4.90
685959480.dcm,1.2.840.10008.1.2.4.90
1141649579.dcm,1.2.840.10008.1.2.4.90
121345129.dcm,1.2.840.10008.1.2.4.90
547928022.dcm,1.2.840.10008.1.2.4.90
821669700.dcm,1.2.840.10008.1.2.4.90
130417008.dcm,1.2.840.10008.1.2.4.90
1463078054.dcm,1.2.840.10008.1.2.4.90
1484125493.dcm,1.2.840.10008.1.2.4.90
2077686439.dcm,1.2.840.10008.1.2.4.90
1294366056.dcm,1.2.840.10008.1.2.4.70
1998764088.dcm,1.2.840.10008.1.2.4.70
692204664.dcm,1.2.840.10008.1.2.4.70
699702886.dcm,1.2.840.10008.1.2.4.70
1477162542.dcm,1.2.840.10008.1.2.4.90
1511072298.dcm,1.2.840.10008.1.2.4.90
589911582.dcm,1.2.840.10008.1.2.4.90
992630815.dcm,1.2.840.10008.1.2.4.90
1174574070.dcm,1.2.840.10008.1.2.4.90
1816061944.dcm,1.2.840.10008.1.2.4.90
408377535.dcm,1.2.840.10008.1.2.4.90
86795852.dcm,1.2.840.10008.1.2.4.90
1185853651.dcm,1.2.840.10008.1.2.4.70
1585204195.dcm,1.2.840.10008.1.2.4.70
397741535.dcm,1.2.840.10008.1.2.4.70
900990707.dcm,1.2.840.10008.1.2.4.70
1123978120.dcm,1.2.840.10008.1.2.4.90
1890149164.dcm,1.2.840.10008.1.2.4.90
255006111.dcm,1.2.840.10008.1.2.4.90
429514464.dcm,1.2.840.10008.1.2.4.90
1343863811.dcm,1.2.840.10008.1.2.4.90
1818239938.dcm,1.2.840.10008.1.2.4.90
396299556.dcm,1.2.840.10008.1.2.4.90
404839081.dcm,1.2.840.10008.1.2.4.90
1565182836.dcm,1.2.840.10008.1.2.4.90
1572995728.dcm,1.2.840.10008.1.2.4.90
2039507215.dcm,1.2.840.10008.1.2.4.90
2130942797.dcm,1.2.840.10008.1.2.4.90
126589950.dcm,1.2.840.10008.1.2.4.70
1301468091.dcm,1.2.840.10008.1.2.4.70
1330302522.dcm,1.2.840.10008.1.2.4.70
162603592.dcm,1.2.840.10008.1.2.4.70
154000544.dcm,1.2.840.10008.1.2.4.90
2078932537.dcm,1.2.840.10008.1.2.4.90
248728254.dcm,1.2.840.10008.1.2.4.90
703345061.dcm,1.2.840.10008.1.2.4.90
1166747554.dcm,1.2.840.10008.1.2.4.90
1316047578.dcm,1.2.840.10008.1.2.4.90
565503185.dcm,1.2.840.10008.1.2.4.90
744207173.dcm,1.2.840.10008.1.2.4.90
1449551658.dcm,1.2.840.10008.1.2.4.70
1531025418.dcm,1.2.840.10008.1.2.4.70
1641803982.dcm,1.2.840.10008.1.2.4.70
219164448.dcm,1.2.840.10008.1.2.4.70
1789243875.dcm,1.2.840.10008.1.2.4.90
277365962.dcm,1.2.840.10008.1.2.4.90
704300657.dcm,1.2.840.10008.1.2.4.90
818562263.dcm,1.2.840.10008.1.2.4.90
1168783346.dcm,1.2.840.10008.1.2.4.90
1185608765.dcm,1.2.840.10008.1.2.4.90
280430020.dcm,1.2.840.10008.1.2.4.90
368505423.dcm,1.2.840.10008.1.2.4.90
217828498.dcm,1.2.840.10008.1.2.4.70
402516253.dcm,1.2.840.10008.1.2.4.70
577583475.dcm,1.2.840.10008.1.2.4.70
995789246.dcm,1.2.840.10008.1.2.4.70
1159533707.dcm,1.2.840.10008.1.2.4.70
1412182653.dcm,1.2.840.10008.1.2.4.70
2070985960.dcm,1.2.840.10008.1.2.4.70
222240365.dcm,1.2.840.10008.1.2.4.70
226144488.dcm,1.2.840.10008.1.2.4.70
519471601.dcm,1.2.840.10008.1.2.4.70
523152135.dcm,1.2.840.10008.1.2.4.70
724878608.dcm,1.2.840.10008.1.2.4.70
1100681938.dcm,1.2.840.10008.1.2.4.90
133493840.dcm,1.2.840.10008.1.2.4.90
1444627978.dcm,1.2.840.10008.1.2.4.90
396401948.dcm,1.2.840.10008.1.2.4.90
1411524954.dcm,1.2.840.10008.1.2.4.70
1511326749.dcm,1.2.840.10008.1.2.4.70
2080907900.dcm,1.2.840.10008.1.2.4.70
671108432.dcm,1.2.840.10008.1.2.4.70
1078795633.dcm,1.2.840.10008.1.2.4.90
1444290875.dcm,1.2.840.10008.1.2.4.90
1799537226.dcm,1.2.840.10008.1.2.4.90
954389422.dcm,1.2.840.10008.1.2.4.90
1122988357.dcm,1.2.840.10008.1.2.4.90
1512713632.dcm,1.2.840.10008.1.2.4.90
521409187.dcm,1.2.840.10008.1.2.4.90
941310168.dcm,1.2.840.10008.1.2.4.90
134680422.dcm,1.2.840.10008.1.2.4.70
325171118.dcm,1.2.840.10008.1.2.4.70
480577523.dcm,1.2.840.10008.1.2.4.70
899193181.dcm,1.2.840.10008.1.2.4.70
1069912515.dcm,1.2.840.10008.1.2.4.90
160683699.dcm,1.2.840.10008.1.2.4.90
192823668.dcm,1.2.840.10008.1.2.4.90
973971350.dcm,1.2.840.10008.1.2.4.90
1542040291.dcm,1.2.840.10008.1.2.4.90
788632064.dcm,1.2.840.10008.1.2.4.90
942953173.dcm,1.2.840.10008.1.2.4.90
949951259.dcm,1.2.840.10008.1.2.4.90
1650706576.dcm,1.2.840.10008.1.2.4.90
1654596726.dcm,1.2.840.10008.1.2.4.90
1833279698.dcm,1.2.840.10008.1.2.4.90
1935524650.dcm,1.2.840.10008.1.2.4.90
2072361008.dcm,1.2.840.10008.1.2.4.90
1218696674.dcm,1.2.840.10008.1.2.4.90
1832345414.dcm,1.2.840.10008.1.2.4.90
230498625.dcm,1.2.840.10008.1.2.4.90
774146272.dcm,1.2.840.10008.1.2.4.90
1344169465.dcm,1.2.840.10008.1.2.4.90
1622466966.dcm,1.2.840.10008.1.2.4.90
232968148.dcm,1.2.840.10008.1.2.4.90
40988865.dcm,1.2.840.10008.1.2.4.90
1042482225.dcm,1.2.840.10008.1.2.4.90
1372447740.dcm,1.2.840.10008.1.2.4.90
1546288565.dcm,1.2.840.10008.1.2.4.90
16990026.dcm,1.2.840.10008.1.2.4.90
1018027533.dcm,1.2.840.10008.1.2.4.70
102855794.dcm,1.2.840.10008.1.2.4.70
1114821406.dcm,1.2.840.10008.1.2.4.70
1760846031.dcm,1.2.840.10008.1.2.4.70
419665170.dcm,1.2.840.10008.1.2.4.70
1661735781.dcm,1.2.840.10008.1.2.4.70
1787143189.dcm,1.2.840.10008.1.2.4.70
1795206084.dcm,1.2.840.10008.1.2.4.70
59761732.dcm,1.2.840.10008.1.2.4.70
1254650278.dcm,1.2.840.10008.1.2.4.90
1280622372.dcm,1.2.840.10008.1.2.4.90
1365200573.dcm,1.2.840.10008.1.2.4.90
2129403358.dcm,1.2.840.10008.1.2.4.90
1276176450.dcm,1.2.840.10008.1.2.4.90
1754137364.dcm,1.2.840.10008.1.2.4.90
706637740.dcm,1.2.840.10008.1.2.4.90
923539679.dcm,1.2.840.10008.1.2.4.90
1159326058.dcm,1.2.840.10008.1.2.4.70
1479522833.dcm,1.2.840.10008.1.2.4.70
1862038422.dcm,1.2.840.10008.1.2.4.70
1890211063.dcm,1.2.840.10008.1.2.4.70
2041661277.dcm,1.2.840.10008.1.2.4.70
1572311019.dcm,1.2.840.10008.1.2.4.70
219804013.dcm,1.2.840.10008.1.2.4.70
515718363.dcm,1.2.840.10008.1.2.4.70
759791526.dcm,1.2.840.10008.1.2.4.70
1240632395.dcm,1.2.840.10008.1.2.4.90
1841595099.dcm,1.2.840.10008.1.2.4.90
1919973377.dcm,1.2.840.10008.1.2.4.90
401291314.dcm,1.2.840.10008.1.2.4.90
1322198700.dcm,1.2.840.10008.1.2.4.70
1526262649.dcm,1.2.840.10008.1.2.4.70
1597996379.dcm,1.2.840.10008.1.2.4.70
2055711549.dcm,1.2.840.10008.1.2.4.70
534857942.dcm,1.2.840.10008.1.2.4.70
864610314.dcm,1.2.840.10008.1.2.4.70
1518305940.dcm,1.2.840.10008.1.2.4.90
1725228020.dcm,1.2.840.10008.1.2.4.90
1853567400.dcm,1.2.840.10008.1.2.4.90
384887039.dcm,1.2.840.10008.1.2.4.90
1393270614.dcm,1.2.840.10008.1.2.4.70
1688964822.dcm,1.2.840.10008.1.2.4.70
506510387.dcm,1.2.840.10008.1.2.4.70
690658401.dcm,1.2.840.10008.1.2.4.70
